,SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,StudentGroupType,StudentGroup,GradeLevel,Test Administration (group),TestAdministration,TestSubject,Suppression,Count of Students Expected to Test,CountMetStandard,Count of students expected to test including previously passed,PercentMetStandard,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentMetTestedOnly,Percent No Score,DataAsOf
15438,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,3,SBAC,SBAC,Math,None,106.0,64.0,106.0,60.4%,0.1698113207547,0.22641509433960000,0.3867924528301,0.21698113207540000,0.6037735849056,0.0,02/09/2022 12:00:00 AM
15439,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,4,SBAC,SBAC,Math,None,109.0,64.0,109.0,58.7%,0.10091743119260000,0.3027522935779,0.2752293577981,0.3119266055045,0.5925925925925,0.0091743119266,02/09/2022 12:00:00 AM
15441,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,4,SBAC,SBAC,ELA,None,109.0,61.0,109.0,56.0%,0.2477064220183,0.19266055045870000,0.22018348623850000,0.3394495412844,0.5596330275229,0.0,02/09/2022 12:00:00 AM
15443,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,5,SBAC,SBAC,ELA,None,106.0,61.0,106.0,57.5%,0.27358490566030000,0.1509433962264,0.37735849056600000,0.1981132075471,0.5754716981132000,0.0,02/09/2022 12:00:00 AM
15444,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,5,SBAC,SBAC,Math,None,106.0,66.0,106.0,62.3%,0.1415094339622,0.2358490566037,0.18867924528300000,0.4339622641509,0.6226415094339000,0.0,02/09/2022 12:00:00 AM
15447,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,321.0,182.0,321.0,56.7%,0.2429906542056,0.1900311526479,0.2834890965732,0.2834890965732,0.5669781931464,0.0,02/09/2022 12:00:00 AM
15448,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,321.0,194.0,321.0,60.4%,0.1370716510903,0.2554517133956,0.2834890965732,0.3208722741433,0.60625,0.0031152647975,02/09/2022 12:00:00 AM
15795,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,3,SBAC,SBAC,ELA,None,69.0,44.0,69.0,63.8%,0.1449275362318,0.2173913043478,0.2173913043478,0.4202898550724000,0.6376811594202000,0.0,02/09/2022 12:00:00 AM
15796,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,3,SBAC,SBAC,Math,None,69.0,46.0,69.0,66.7%,0.159420289855,0.17391304347820000,0.30434782608690000,0.36231884057970000,0.6666666666666000,0.0,02/09/2022 12:00:00 AM
15800,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,4,SBAC,SBAC,ELA,None,68.0,49.0,68.0,72.1%,0.1617647058823,0.1176470588235,0.25,0.4705882352941,0.7205882352941000,0.0,02/09/2022 12:00:00 AM
15801,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,4,SBAC,SBAC,Math,None,68.0,45.0,68.0,66.2%,0.1323529411764,0.2058823529411,0.29411764705880000,0.36764705882350000,0.6617647058823000,0.0,02/09/2022 12:00:00 AM
15804,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,5,SBAC,SBAC,ELA,None,85.0,49.0,85.0,57.6%,0.2470588235294,0.1647058823529,0.2235294117647,0.3529411764705,0.5833333333333000,0.011764705882300000,02/09/2022 12:00:00 AM
15805,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,5,SBAC,SBAC,Math,None,84.0,44.0,84.0,52.4%,0.21428571428570000,0.25,0.2023809523809,0.3214285714285,0.5301204819277,0.0119047619047,02/09/2022 12:00:00 AM
15809,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,222.0,142.0,222.0,64.0%,0.1891891891891,0.16666666666660000,0.22972972972970000,0.40990990990990000,0.6425339366515,0.0045045045045,02/09/2022 12:00:00 AM
15810,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4120.0,Lake View Elementary School,101427.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,221.0,135.0,221.0,61.1%,0.1719457013574,0.2126696832579,0.26244343891400000,0.3484162895927,0.6136363636363,0.004524886877800000,02/09/2022 12:00:00 AM
16232,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,3,SBAC,SBAC,ELA,None,124.0,100.0,124.0,80.6%,0.0887096774193,0.1048387096774,0.258064516129,0.5483870967741,0.8064516129032000,0.0,02/09/2022 12:00:00 AM
16233,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,3,SBAC,SBAC,Math,None,125.0,102.0,125.0,81.6%,0.056,0.128,0.216,0.6,0.816,0.0,02/09/2022 12:00:00 AM
16235,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,4,SBAC,SBAC,ELA,None,118.0,96.0,118.0,81.4%,0.050847457627100000,0.1355932203389,0.2457627118644,0.5677966101694000,0.8135593220338,0.0,02/09/2022 12:00:00 AM
16236,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,4,SBAC,SBAC,Math,None,118.0,98.0,118.0,83.1%,0.050847457627100000,0.11864406779660000,0.27966101694910000,0.5508474576271,0.8305084745762000,0.0,02/09/2022 12:00:00 AM
16238,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,5,SBAC,SBAC,ELA,None,133.0,105.0,133.0,78.9%,0.1052631578947,0.1052631578947,0.24812030075180000,0.5413533834586,0.7894736842105,0.0,02/09/2022 12:00:00 AM
16239,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,5,SBAC,SBAC,Math,None,133.0,100.0,133.0,75.2%,0.09022556390970000,0.1578947368421,0.2706766917293,0.4812030075187,0.7518796992481000,0.0,02/09/2022 12:00:00 AM
16242,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,375.0,301.0,375.0,80.3%,0.08266666666660000,0.11466666666660000,0.2506666666666,0.552,0.8026666666666000,0.0,02/09/2022 12:00:00 AM
16243,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5051.0,Lakeland Hills Elementary,104203.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,376.0,300.0,376.0,79.8%,0.0664893617021,0.1356382978723,0.2553191489361,0.5425531914893,0.7978723404255000,0.0,02/09/2022 12:00:00 AM
16579,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,3,SBAC,SBAC,ELA,None,96.0,33.0,96.0,34.4%,0.38541666666660000,0.27083333333330000,0.20833333333330000,0.13541666666660000,0.34375,0.0,02/09/2022 12:00:00 AM
16580,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,3,SBAC,SBAC,Math,None,96.0,53.0,96.0,55.2%,0.32291666666660000,0.125,0.28125,0.27083333333330000,0.5520833333333000,0.0,02/09/2022 12:00:00 AM
16582,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,4,SBAC,SBAC,ELA,None,95.0,42.0,95.0,44.2%,0.35789473684210000,0.2,0.2,0.24210526315780000,0.44210526315780000,0.0,02/09/2022 12:00:00 AM
16583,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,4,SBAC,SBAC,Math,None,95.0,48.0,95.0,50.5%,0.32631578947360000,0.16842105263150000,0.22105263157890000,0.2842105263157,0.5052631578947,0.0,02/09/2022 12:00:00 AM
16585,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,5,SBAC,SBAC,ELA,None,82.0,35.0,82.0,42.7%,0.36585365853650000,0.19512195121950000,0.34146341463410000,0.0853658536585,0.432098765432,0.0121951219512,02/09/2022 12:00:00 AM
16586,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,5,SBAC,SBAC,Math,None,81.0,36.0,81.0,44.4%,0.3086419753086,0.2222222222222,0.20987654320980000,0.2345679012345,0.4556962025316,0.0246913580246,02/09/2022 12:00:00 AM
16589,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,273.0,110.0,273.0,40.3%,0.3699633699633,0.22344322344320000,0.24542124542120000,0.1575091575091,0.4044117647058,0.003663003663,02/09/2022 12:00:00 AM
16590,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3525.0,Lea Hill Elementary School,101422.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,272.0,137.0,272.0,50.4%,0.31985294117640000,0.16911764705880000,0.2389705882352,0.2647058823529,0.5074074074074,0.0073529411764,02/09/2022 12:00:00 AM
16941,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,6,SBAC,SBAC,ELA,None,326.0,197.0,326.0,60.4%,0.1901840490797,0.1993865030674,0.3803680981595,0.223926380368,0.608024691358,0.0061349693251,02/09/2022 12:00:00 AM
16942,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,6,SBAC,SBAC,Math,None,327.0,193.0,327.0,59.0%,0.14373088685010000,0.25993883792040000,0.2293577981651,0.3608562691131000,0.5938461538461,0.0061162079510000000,02/09/2022 12:00:00 AM
16944,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,7,SBAC,SBAC,ELA,None,334.0,190.0,334.0,56.9%,0.1856287425149,0.2425149700598,0.3323353293413,0.23652694610770000,0.5705705705705,0.002994011976,02/09/2022 12:00:00 AM
16945,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,7,SBAC,SBAC,Math,None,335.0,193.0,335.0,57.6%,0.1850746268656,0.2358208955223,0.29850746268650000,0.2776119402985,0.5778443113772000,0.0029850746268,02/09/2022 12:00:00 AM
16947,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,8,SBAC,SBAC,ELA,None,343.0,178.0,343.0,51.9%,0.2069970845481,0.25947521865880000,0.35276967930020000,0.1661807580174,0.5266272189349,0.014577259475200000,02/09/2022 12:00:00 AM
16948,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,8,SBAC,SBAC,Math,None,345.0,160.0,345.0,46.4%,0.2405797101449,0.28115942028980000,0.23768115942020000,0.22608695652170000,0.4705882352941,0.0144927536231,02/09/2022 12:00:00 AM
16951,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,1003.0,565.0,1003.0,56.3%,0.1944167497507,0.2342971086739,0.3549351944167,0.20837487537380000,0.5678391959798,0.0079760717846,02/09/2022 12:00:00 AM
16952,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4462.0,Mt Baker Middle School,101431.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,1007.0,546.0,1007.0,54.2%,0.1906653426017,0.2591857000993,0.2552135054617,0.286991062562,0.5465465465465,0.007944389275,02/09/2022 12:00:00 AM
17259,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,6,SBAC,SBAC,ELA,Cross Organization - N<10,,,,34.1%,0.3518518518518,0.3,0.24074074074070000,0.1,0.3432835820895,0.0074074074074000000,02/09/2022 12:00:00 AM
17260,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,6,SBAC,SBAC,Math,Cross Organization - N<10,,,,41.0%,0.3468634686346,0.23616236162360000,0.210332103321,0.1992619926199,0.41263940520440000,0.007380073800700000,02/09/2022 12:00:00 AM
17265,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,7,SBAC,SBAC,ELA,None,270.0,93.0,270.0,34.4%,0.4296296296296,0.2185185185185,0.27407407407400000,0.0703703703703,0.34701492537310000,0.0074074074074000000,02/09/2022 12:00:00 AM
17266,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,7,SBAC,SBAC,Math,None,270.0,71.0,270.0,26.3%,0.4185185185185,0.3074074074074,0.1592592592592,0.10370370370370000,0.26591760299620000,0.011111111111100000,02/09/2022 12:00:00 AM
17272,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,8,SBAC,SBAC,ELA,None,242.0,82.0,242.0,33.9%,0.3553719008264,0.297520661157,0.2479338842975,0.090909090909,0.34166666666660000,0.0082644628099,02/09/2022 12:00:00 AM
17273,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,8,SBAC,SBAC,Math,None,243.0,58.0,243.0,23.9%,0.4814814814814000,0.2798353909465,0.13991769547320000,0.09876543209870000,0.238683127572,0.0,02/09/2022 12:00:00 AM
17275,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,782.0,267.0,782.0,34.1%,0.3797953964194000,0.2710997442455,0.25447570332480000,0.08695652173910000,0.34407216494840000,0.007672634271,02/09/2022 12:00:00 AM
17276,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3169.0,Olympic Middle School,101419.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,784.0,240.0,784.0,30.6%,0.41326530612240000,0.2742346938775,0.1709183673469,0.1352040816326,0.3080872913992,0.006377551020400000,02/09/2022 12:00:00 AM
17776,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3227.0,Pioneer Elementary School,101420.0,P,All,All Students,3,SBAC,SBAC,ELA,None,88.0,39.0,88.0,44.3%,0.2954545454545,0.2613636363636,0.34090909090900000,0.1022727272727,0.4431818181818,0.0,02/09/2022 12:00:00 AM
17777,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3227.0,Pioneer Elementary School,101420.0,P,All,All Students,3,SBAC,SBAC,Math,None,89.0,47.0,89.0,52.8%,0.1460674157303,0.3258426966292,0.3595505617977,0.1685393258426,0.5280898876404,0.0,02/09/2022 12:00:00 AM
17779,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3227.0,Pioneer Elementary School,101420.0,P,All,All Students,4,SBAC,SBAC,ELA,None,83.0,47.0,83.0,56.6%,0.2168674698795,0.19277108433730000,0.289156626506,0.2771084337349,0.5802469135802,0.024096385542100000,02/09/2022 12:00:00 AM
17780,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3227.0,Pioneer Elementary School,101420.0,P,All,All Students,4,SBAC,SBAC,Math,None,83.0,60.0,83.0,72.3%,0.144578313253,0.1325301204819,0.33734939759030000,0.38554216867460000,0.722891566265,0.0,02/09/2022 12:00:00 AM
